,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Svil.2,7.05E-37,0.882137922,0.334,0.299,1.89E-32,5,Svil
Adgrb3,1.36E-36,1.094931889,0.269,0.213,3.65E-32,5,Adgrb3
Cds1.4,1.38E-36,-1.208613092,0.03,0.285,3.70E-32,5,Cds1
Rock1.1,1.71E-36,0.578131656,0.438,0.463,4.59E-32,5,Rock1
Lrch1.3,2.13E-36,-0.662757314,0.492,0.799,5.70E-32,5,Lrch1
Stab1.4,2.16E-36,-1.518318198,0.027,0.279,5.79E-32,5,Stab1
Lrp1b.2,2.24E-36,1.212372116,0.304,0.246,6.01E-32,5,Lrp1b
Pwwp2a.3,2.50E-36,-0.933429414,0.179,0.503,6.72E-32,5,Pwwp2a
Golm1.4,3.68E-36,-1.214988437,0.141,0.453,9.86E-32,5,Golm1
Btbd9.1,4.36E-36,-0.465897675,0.413,0.723,1.17E-31,5,Btbd9
Hnrnpf.1,6.07E-36,0.77876011,0.25,0.191,1.63E-31,5,Hnrnpf
Gm26917.3,7.89E-36,0.66174011,0.378,0.359,2.12E-31,5,Gm26917
Slc12a2.3,1.75E-35,-1.174582835,0.065,0.344,4.71E-31,5,Slc12a2
Cul3,2.23E-35,0.683566462,0.337,0.291,5.98E-31,5,Cul3
Fgf14,2.42E-35,1.427756969,0.25,0.172,6.50E-31,5,Fgf14
Prune2.4,2.48E-35,-1.161786523,0.022,0.261,6.65E-31,5,Prune2
Cd81.4,2.57E-35,-0.694939459,0.158,0.451,6.90E-31,5,Cd81
Cacna1a.3,2.74E-35,-1.212737506,0.152,0.467,7.35E-31,5,Cacna1a
Chd7.3,2.98E-35,-0.833065554,0.291,0.62,7.99E-31,5,Chd7
Ptk2b.2,4.75E-35,0.669278818,0.5,0.46,1.27E-30,5,Ptk2b
St6gal1.1,5.12E-35,-0.924035004,0.12,0.415,1.37E-30,5,St6gal1
Sfmbt1.1,5.38E-35,-0.884996619,0.13,0.424,1.44E-30,5,Sfmbt1
Rfx7,5.59E-35,1.022378897,0.348,0.213,1.50E-30,5,Rfx7
Gmds,6.17E-35,1.099816749,0.34,0.195,1.66E-30,5,Gmds
Lpin2.3,6.23E-35,-0.87019856,0.182,0.497,1.67E-30,5,Lpin2
Wsb1.1,6.60E-35,-0.977795498,0.092,0.382,1.77E-30,5,Wsb1
Gm16337.3,9.48E-35,-1.049354125,0.117,0.416,2.54E-30,5,Gm16337
Ptpra,1.33E-34,-0.80050655,0.253,0.576,3.56E-30,5,Ptpra
Nfatc3.1,1.36E-34,0.909859793,0.38,0.253,3.64E-30,5,Nfatc3
Zfp608.3,1.43E-34,-1.027381488,0.095,0.383,3.84E-30,5,Zfp608
Acvr1.2,1.45E-34,-1.164345109,0.043,0.3,3.89E-30,5,Acvr1
Stk38.3,1.48E-34,0.584150518,0.277,0.293,3.97E-30,5,Stk38
Acap2.2,1.50E-34,-0.580352361,0.345,0.659,4.02E-30,5,Acap2
Tgfbr2.1,1.63E-34,-0.755443212,0.375,0.696,4.39E-30,5,Tgfbr2
Igf1r.3,1.88E-34,0.228966622,0.223,0.388,5.05E-30,5,Igf1r
Cd2ap.1,1.98E-34,-0.987197054,0.152,0.461,5.31E-30,5,Cd2ap
Fgd4.3,2.51E-34,-0.824527747,0.084,0.347,6.74E-30,5,Fgd4
Fer.3,2.62E-34,-1.17557329,0.079,0.36,7.02E-30,5,Fer
Nrros.2,2.83E-34,-0.940578476,0.139,0.44,7.58E-30,5,Nrros
Bbs9.4,3.02E-34,-0.811629659,0.212,0.521,8.11E-30,5,Bbs9
Clta,3.45E-34,-0.664526409,0.125,0.387,9.25E-30,5,Clta
Hexa.1,3.46E-34,-0.929889616,0.068,0.34,9.28E-30,5,Hexa
Tmcc1.2,4.32E-34,0.484367154,0.361,0.539,1.16E-29,5,Tmcc1
Lamp2.3,4.55E-34,-0.861572339,0.149,0.451,1.22E-29,5,Lamp2
Lrrk1.1,4.80E-34,-0.671022539,0.19,0.487,1.29E-29,5,Lrrk1
Slc12a6.2,4.96E-34,-0.286693781,0.361,0.64,1.33E-29,5,Slc12a6
Rasa4.3,5.03E-34,-0.980604383,0.03,0.262,1.35E-29,5,Rasa4
Myo9a.1,6.11E-34,-0.738069215,0.236,0.55,1.64E-29,5,Myo9a
Fmn1.3,6.54E-34,-1.292340836,0.046,0.303,1.76E-29,5,Fmn1
Map4.2,6.89E-34,-0.764958531,0.285,0.606,1.85E-29,5,Map4
Gng12.3,7.64E-34,-1.059282838,0.076,0.35,2.05E-29,5,Gng12
Nrxn3,8.20E-34,1.099428883,0.307,0.229,2.20E-29,5,Nrxn3
Pde4b,1.19E-33,1.12515017,0.264,0.125,3.19E-29,5,Pde4b
Trpm2.2,1.31E-33,-0.850646192,0.035,0.263,3.52E-29,5,Trpm2
Nsmaf,1.51E-33,0.765002529,0.342,0.279,4.06E-29,5,Nsmaf
Dnajc1.1,1.53E-33,0.574197115,0.454,0.48,4.11E-29,5,Dnajc1
Fchsd2.4,1.63E-33,-0.81671858,0.446,0.752,4.38E-29,5,Fchsd2
Itm2b.2,1.86E-33,-0.6448612,0.359,0.674,5.00E-29,5,Itm2b
Rnpep.1,1.98E-33,-0.991619804,0.082,0.356,5.31E-29,5,Rnpep
Slc29a3.3,2.60E-33,-1.094588724,0.041,0.29,6.98E-29,5,Slc29a3
Bcl2l1.3,3.03E-33,-0.985725151,0.114,0.402,8.14E-29,5,Bcl2l1
Cryl1.2,3.86E-33,-1.200052071,0.046,0.299,1.04E-28,5,Cryl1
Magi2,4.17E-33,1.144110249,0.269,0.191,1.12E-28,5,Magi2
Apobec1.4,5.42E-33,-1.251463573,0.103,0.389,1.45E-28,5,Apobec1
Vps54.4,5.44E-33,0.701836508,0.486,0.455,1.46E-28,5,Vps54
Arhgap12.3,6.15E-33,-0.867203222,0.171,0.471,1.65E-28,5,Arhgap12
Cog5,6.35E-33,0.575569102,0.454,0.454,1.70E-28,5,Cog5
Fcer1g.3,7.67E-33,-1.060076668,0.038,0.281,2.06E-28,5,Fcer1g
Tbc1d8.1,7.78E-33,-0.874781438,0.049,0.292,2.09E-28,5,Tbc1d8
P2rx4.3,8.39E-33,-1.071161664,0.106,0.391,2.25E-28,5,P2rx4
Cnot6l.2,9.05E-33,0.681319847,0.351,0.32,2.43E-28,5,Cnot6l
Aopep.3,9.28E-33,0.754607503,0.497,0.44,2.49E-28,5,Aopep
Lnpep,9.63E-33,0.619776906,0.443,0.426,2.58E-28,5,Lnpep
Nfe2l2.2,1.19E-32,-0.823837522,0.106,0.379,3.19E-28,5,Nfe2l2
Tcirg1.2,1.23E-32,-0.913569419,0.082,0.346,3.31E-28,5,Tcirg1
Il10ra.3,1.36E-32,-0.914560139,0.125,0.413,3.64E-28,5,Il10ra
Tln2.3,1.55E-32,-1.109282401,0.041,0.285,4.15E-28,5,Tln2
Dock7.1,1.92E-32,-0.990543708,0.079,0.346,5.15E-28,5,Dock7
Man2a1.1,2.82E-32,0.984786625,0.285,0.176,7.57E-28,5,Man2a1
Stk3.2,4.33E-32,-0.698220037,0.12,0.38,1.16E-27,5,Stk3
Ptprd.1,4.57E-32,1.285175058,0.348,0.274,1.23E-27,5,Ptprd
Meg3.1,5.47E-32,1.019371088,0.679,0.596,1.47E-27,5,Meg3
Syt1.2,6.90E-32,0.93681039,0.307,0.277,1.85E-27,5,Syt1
Runx1.1,7.15E-32,-0.557809222,0.549,0.825,1.92E-27,5,Runx1
Tnfrsf21.2,8.20E-32,-1.086908074,0.043,0.287,2.20E-27,5,Tnfrsf21
Opcml,9.15E-32,1.252768197,0.266,0.215,2.46E-27,5,Opcml
Sgk3.1,9.17E-32,-0.903413224,0.065,0.314,2.46E-27,5,Sgk3
Plekhm2.3,9.64E-32,-0.938594617,0.122,0.405,2.59E-27,5,Plekhm2
Slc38a2,1.02E-31,0.838714852,0.277,0.21,2.74E-27,5,Slc38a2
Ubxn4.1,1.07E-31,0.49641679,0.239,0.26,2.87E-27,5,Ubxn4
Cab39.2,1.39E-31,0.521512989,0.242,0.274,3.74E-27,5,Cab39
Fcho2.2,1.71E-31,-0.52498046,0.323,0.62,4.58E-27,5,Fcho2
Phf14.4,1.89E-31,-0.432645154,0.372,0.658,5.06E-27,5,Phf14
Uvrag.1,2.03E-31,-0.396783471,0.372,0.657,5.45E-27,5,Uvrag
Man2b1.1,2.25E-31,-0.951559322,0.111,0.387,6.05E-27,5,Man2b1
Trps1.4,2.28E-31,1.204811948,0.405,0.237,6.11E-27,5,Trps1
Epb41.2,2.60E-31,0.818729615,0.386,0.287,6.98E-27,5,Epb41
Senp2.4,3.36E-31,-0.838010923,0.155,0.442,9.01E-27,5,Senp2
Fkbp15.1,3.98E-31,-0.834528928,0.101,0.364,1.07E-26,5,Fkbp15
Arid4b,4.39E-31,0.647179172,0.391,0.356,1.18E-26,5,Arid4b
Naip5.2,4.52E-31,-1.012087343,0.049,0.292,1.21E-26,5,Naip5
Nlgn1,5.78E-31,1.198018079,0.293,0.234,1.55E-26,5,Nlgn1
Cltc.1,5.78E-31,-0.801219044,0.207,0.506,1.55E-26,5,Cltc
Nfatc1.2,6.12E-31,0.507441405,0.269,0.29,1.64E-26,5,Nfatc1
Iffo1.3,6.72E-31,-0.970428625,0.057,0.304,1.80E-26,5,Iffo1
Pcdh9.2,7.17E-31,1.283542396,0.383,0.315,1.92E-26,5,Pcdh9
Usp34,1.08E-30,0.444601347,0.552,0.596,2.90E-26,5,Usp34
Nr3c1.2,1.18E-30,0.472768661,0.413,0.468,3.18E-26,5,Nr3c1
Smchd1.1,1.30E-30,0.704386169,0.397,0.37,3.49E-26,5,Smchd1
Snx30.2,1.36E-30,-0.858539907,0.114,0.382,3.65E-26,5,Snx30
Macf1.2,1.36E-30,-0.391732532,0.758,0.945,3.66E-26,5,Macf1
Capza2.1,1.41E-30,-0.781604417,0.141,0.417,3.80E-26,5,Capza2
Sh3glb1,1.62E-30,-0.534796294,0.182,0.446,4.33E-26,5,Sh3glb1
Trio.3,1.73E-30,-0.712399791,0.207,0.497,4.64E-26,5,Trio
Ncoa1.4,1.80E-30,0.645712797,0.405,0.377,4.83E-26,5,Ncoa1
Mtdh.1,1.90E-30,-0.561012788,0.345,0.643,5.09E-26,5,Mtdh
Sec14l1,2.01E-30,-1.060930455,0.068,0.321,5.40E-26,5,Sec14l1
Ndfip1.2,2.63E-30,0.663574183,0.375,0.331,7.05E-26,5,Ndfip1
Ctsc.4,2.86E-30,-0.884404308,0.114,0.384,7.67E-26,5,Ctsc
Resf1.2,2.88E-30,0.694395239,0.291,0.27,7.74E-26,5,Resf1
Maf.2,3.62E-30,-0.869765356,0.163,0.45,9.71E-26,5,Maf
Tnrc6a,4.42E-30,0.566201366,0.421,0.419,1.19E-25,5,Tnrc6a
Gfm2.3,5.02E-30,-0.863893172,0.098,0.359,1.35E-25,5,Gfm2
Nek6.2,6.32E-30,-0.946787044,0.052,0.288,1.70E-25,5,Nek6
St3gal5.3,7.02E-30,-0.950163155,0.087,0.341,1.88E-25,5,St3gal5
Ddx6.2,7.83E-30,0.505820032,0.353,0.376,2.10E-25,5,Ddx6
Ankrd17.1,7.84E-30,0.230128709,0.438,0.563,2.10E-25,5,Ankrd17
Lyst.4,8.95E-30,0.520767387,0.364,0.495,2.40E-25,5,Lyst
Rock2.2,9.15E-30,-0.564568287,0.299,0.593,2.46E-25,5,Rock2
Adcy9.2,1.09E-29,-0.972533776,0.073,0.324,2.92E-25,5,Adcy9
Faf1,1.13E-29,0.4299084,0.326,0.368,3.05E-25,5,Faf1
Csf2ra.2,1.14E-29,-0.723540831,0.073,0.301,3.07E-25,5,Csf2ra
Nrip1.4,1.15E-29,-0.61375288,0.296,0.591,3.08E-25,5,Nrip1
Eef2k.4,1.35E-29,-1.078517967,0.065,0.312,3.62E-25,5,Eef2k
Kdm5a,1.49E-29,0.6512963,0.323,0.29,4.00E-25,5,Kdm5a
Gria2.2,1.87E-29,0.827310545,0.408,0.379,5.01E-25,5,Gria2
Tjp1.3,1.97E-29,-0.588334028,0.13,0.373,5.28E-25,5,Tjp1
Gng2.2,2.10E-29,0.611482653,0.432,0.415,5.64E-25,5,Gng2
Snx18.2,2.28E-29,-0.986655332,0.071,0.319,6.11E-25,5,Snx18
Gm20528.1,2.54E-29,-0.997158758,0.038,0.255,6.81E-25,5,Gm20528
Ifngr1.1,2.79E-29,0.694484798,0.326,0.297,7.48E-25,5,Ifngr1
Dennd4c,2.99E-29,0.811710082,0.272,0.208,8.02E-25,5,Dennd4c
Nek7.2,3.10E-29,-0.50365107,0.361,0.651,8.32E-25,5,Nek7
Usp50.1,3.11E-29,-0.766765821,0.144,0.414,8.34E-25,5,Usp50
Lrp5.3,3.91E-29,-1.071249065,0.043,0.272,1.05E-24,5,Lrp5
Tnrc6c,5.08E-29,0.573041448,0.503,0.495,1.36E-24,5,Tnrc6c
Xrn1.2,5.53E-29,0.640526352,0.435,0.404,1.48E-24,5,Xrn1
Cdc42se2.3,5.58E-29,0.717030443,0.318,0.264,1.50E-24,5,Cdc42se2
Dip2c.1,6.03E-29,-0.900750908,0.149,0.426,1.62E-24,5,Dip2c
Nrxn1.1,6.15E-29,1.04788285,0.34,0.288,1.65E-24,5,Nrxn1
Kcnd2,6.64E-29,1.001688488,0.25,0.18,1.78E-24,5,Kcnd2
Ppard.2,7.17E-29,-0.993238421,0.087,0.341,1.92E-24,5,Ppard
Snx5.1,7.19E-29,-0.902162374,0.166,0.449,1.93E-24,5,Snx5
Fgf13.4,7.37E-29,-1.432679753,0.299,0.583,1.98E-24,5,Fgf13
Ccnd3,1.02E-28,0.76896985,0.793,0.729,2.73E-24,5,Ccnd3
Csnk1g1.2,1.03E-28,0.64898593,0.361,0.333,2.77E-24,5,Csnk1g1
Disc1.3,1.22E-28,-0.989129513,0.076,0.323,3.26E-24,5,Disc1
Actr3.4,1.66E-28,0.631913257,0.41,0.365,4.47E-24,5,Actr3
Abr.3,1.69E-28,-0.529829779,0.261,0.534,4.55E-24,5,Abr
Ccdc93.3,1.70E-28,-0.826700428,0.098,0.353,4.57E-24,5,Ccdc93
Usp3.2,1.82E-28,0.722195617,0.364,0.297,4.88E-24,5,Usp3
Cpeb2.3,2.82E-28,-0.861117551,0.087,0.329,7.57E-24,5,Cpeb2
Snx13,4.12E-28,-0.72262922,0.182,0.454,1.11E-23,5,Snx13
Rtn4,4.46E-28,-0.755768829,0.231,0.518,1.20E-23,5,Rtn4
Thada.2,4.75E-28,0.325655242,0.302,0.39,1.27E-23,5,Thada
Fut8.1,4.80E-28,0.724911453,0.318,0.273,1.29E-23,5,Fut8
Stx7.1,6.15E-28,-0.8317935,0.109,0.366,1.65E-23,5,Stx7
Tbc1d14,6.59E-28,-0.690311656,0.144,0.403,1.77E-23,5,Tbc1d14
E2f3.4,6.60E-28,-0.696890046,0.128,0.377,1.77E-23,5,E2f3
Lrrc8d.2,6.71E-28,-0.605761159,0.174,0.428,1.80E-23,5,Lrrc8d
Zcchc7.1,7.03E-28,0.422317214,0.679,0.733,1.89E-23,5,Zcchc7
Pik3r1.3,7.38E-28,-0.574763492,0.274,0.553,1.98E-23,5,Pik3r1
Rnf169.2,8.27E-28,-0.556945814,0.236,0.505,2.22E-23,5,Rnf169
Cep350,9.03E-28,0.508515141,0.364,0.367,2.42E-23,5,Cep350
Usp32.1,9.14E-28,0.606648137,0.272,0.273,2.45E-23,5,Usp32
Ppm1h,9.20E-28,-0.473279133,0.554,0.814,2.47E-23,5,Ppm1h
Tmem245.2,9.24E-28,-0.790059567,0.09,0.33,2.48E-23,5,Tmem245
Cep170.3,9.34E-28,-0.890494393,0.111,0.37,2.51E-23,5,Cep170
Lamp1.4,9.45E-28,-0.832704898,0.084,0.326,2.53E-23,5,Lamp1
Csad.3,1.02E-27,-0.983966252,0.052,0.277,2.74E-23,5,Csad
Rbfox1.1,1.20E-27,1.147130299,0.405,0.371,3.22E-23,5,Rbfox1
Ube2h.2,1.21E-27,0.507658153,0.432,0.459,3.25E-23,5,Ube2h
Atp6v1c1.2,1.23E-27,-0.79113581,0.079,0.31,3.30E-23,5,Atp6v1c1
Tcf12,1.29E-27,0.393177471,0.546,0.609,3.45E-23,5,Tcf12
Adam17.2,1.31E-27,-0.867512705,0.12,0.377,3.52E-23,5,Adam17
Rnf13,1.42E-27,-0.539906011,0.19,0.437,3.81E-23,5,Rnf13
Nos1ap.3,1.71E-27,-1.031731234,0.076,0.318,4.58E-23,5,Nos1ap
Rev3l,2.13E-27,0.934344186,0.269,0.166,5.70E-23,5,Rev3l
Ggnbp2.3,3.01E-27,0.563889535,0.329,0.301,8.08E-23,5,Ggnbp2
Map4k3.1,3.06E-27,-0.782175371,0.139,0.399,8.20E-23,5,Map4k3
Mbnl2.1,3.07E-27,-0.23947811,0.386,0.633,8.23E-23,5,Mbnl2
Scmh1,3.19E-27,-0.885403765,0.114,0.369,8.55E-23,5,Scmh1
Cyld,3.21E-27,0.625200565,0.342,0.3,8.61E-23,5,Cyld
Tnrc18.2,3.42E-27,-0.586628899,0.152,0.397,9.17E-23,5,Tnrc18
Samsn1.2,3.57E-27,-0.561432271,0.144,0.375,9.59E-23,5,Samsn1
Retreg1.1,3.61E-27,-0.637917712,0.288,0.574,9.69E-23,5,Retreg1
Dennd4a.3,3.63E-27,-0.288071888,0.549,0.8,9.74E-23,5,Dennd4a
Naa35.2,4.42E-27,-0.790708515,0.073,0.298,1.19E-22,5,Naa35
Arhgef11.1,4.49E-27,-0.861547175,0.065,0.293,1.21E-22,5,Arhgef11
Slc6a6.3,4.59E-27,-0.50742853,0.166,0.397,1.23E-22,5,Slc6a6
Aftph.2,4.94E-27,-0.488145061,0.264,0.525,1.33E-22,5,Aftph
Rp2.2,5.01E-27,-0.94085236,0.046,0.262,1.34E-22,5,Rp2
Zfp292.1,5.30E-27,0.358992994,0.391,0.459,1.42E-22,5,Zfp292
Pafah1b1.1,6.06E-27,0.257235234,0.402,0.513,1.63E-22,5,Pafah1b1
Usp15.1,6.18E-27,0.387565126,0.337,0.389,1.66E-22,5,Usp15
Malt1,8.32E-27,0.828947061,0.283,0.203,2.23E-22,5,Malt1
P2rx7.4,9.21E-27,-0.589992388,0.19,0.438,2.47E-22,5,P2rx7
Slc36a1.3,1.14E-26,-1.0055237,0.052,0.272,3.05E-22,5,Slc36a1
A630001G21Rik.2,1.48E-26,-0.856779455,0.101,0.344,3.97E-22,5,A630001G21Rik
Mast4.2,1.60E-26,-0.706626049,0.136,0.389,4.30E-22,5,Mast4
Wwox.1,1.63E-26,-0.421577647,0.353,0.624,4.37E-22,5,Wwox
Rassf2.3,2.14E-26,-0.631026839,0.103,0.327,5.75E-22,5,Rassf2
Rad51b.3,2.16E-26,-0.994454966,0.062,0.286,5.80E-22,5,Rad51b
Tra2a,2.26E-26,-0.348879236,0.255,0.492,6.06E-22,5,Tra2a
Gdi2.2,2.37E-26,-0.484373498,0.236,0.496,6.37E-22,5,Gdi2
Ftx,3.05E-26,0.811373101,0.277,0.187,8.19E-22,5,Ftx
Ly6e.2,3.37E-26,0.68747087,0.326,0.274,9.03E-22,5,Ly6e
Plekha1.3,3.43E-26,-0.704654634,0.128,0.368,9.21E-22,5,Plekha1
Nfat5,3.58E-26,0.402966666,0.367,0.431,9.61E-22,5,Nfat5
Sort1.4,3.65E-26,-0.846726452,0.068,0.288,9.81E-22,5,Sort1
Nol4l.2,3.72E-26,-0.896222563,0.073,0.302,9.98E-22,5,Nol4l
Kat2b.2,4.09E-26,0.725378153,0.266,0.225,1.10E-21,5,Kat2b
Son.3,4.45E-26,-0.476909731,0.59,0.833,1.19E-21,5,Son
Fus.1,5.25E-26,-0.450130244,0.41,0.681,1.41E-21,5,Fus
Pip4p1.2,5.63E-26,-0.81384106,0.046,0.25,1.51E-21,5,Pip4p1
Hps3.2,5.70E-26,-0.638755505,0.155,0.4,1.53E-21,5,Hps3
Ptpn1.2,5.73E-26,-0.599533561,0.179,0.431,1.54E-21,5,Ptpn1
Stk24,6.06E-26,0.723324475,0.272,0.215,1.63E-21,5,Stk24
Cntrl.1,6.42E-26,0.608006915,0.315,0.286,1.72E-21,5,Cntrl
Agps.3,6.76E-26,-0.658504189,0.171,0.426,1.81E-21,5,Agps
7-Mar,7.38E-26,0.248766042,0.236,0.313,1.98E-21,5,7-Mar
Phc3.1,7.71E-26,0.566351479,0.345,0.323,2.07E-21,5,Phc3
Tmem104.1,8.08E-26,-0.888060094,0.046,0.255,2.17E-21,5,Tmem104
Kansl1,8.75E-26,0.183810358,0.614,0.768,2.35E-21,5,Kansl1
Ctsa.1,9.24E-26,-0.903935098,0.076,0.307,2.48E-21,5,Ctsa
Ipcef1.2,9.86E-26,0.718180993,0.342,0.287,2.65E-21,5,Ipcef1
Arih1.2,1.16E-25,0.430334936,0.486,0.535,3.11E-21,5,Arih1
2610035D17Rik,1.24E-25,0.879399431,0.28,0.174,3.33E-21,5,2610035D17Rik
Vrk2.3,1.28E-25,-0.505256319,0.201,0.445,3.43E-21,5,Vrk2
Pacsin2,1.40E-25,-0.840866103,0.13,0.381,3.76E-21,5,Pacsin2
Fli1.3,1.58E-25,-0.374940209,0.598,0.835,4.25E-21,5,Fli1
St3gal3.2,1.60E-25,-0.423643587,0.168,0.387,4.30E-21,5,St3gal3
Elk3.2,1.71E-25,-0.56077536,0.234,0.494,4.59E-21,5,Elk3
Mkln1.1,1.79E-25,-0.188300005,0.323,0.531,4.81E-21,5,Mkln1
Myo1e.4,1.83E-25,-1.248481805,0.13,0.384,4.91E-21,5,Myo1e
Lpp.4,1.95E-25,0.447401348,0.372,0.422,5.23E-21,5,Lpp
Asxl2,2.23E-25,0.535276096,0.446,0.427,5.97E-21,5,Asxl2
Atp7a.2,2.27E-25,-0.776195481,0.092,0.32,6.09E-21,5,Atp7a
Cdk6.2,2.58E-25,0.581838477,0.293,0.309,6.93E-21,5,Cdk6
Adcy7.2,2.61E-25,0.544468287,0.391,0.369,7.01E-21,5,Adcy7
Smg6.1,2.78E-25,0.425536849,0.451,0.525,7.47E-21,5,Smg6
Wdr26.1,3.13E-25,-0.559209137,0.19,0.43,8.41E-21,5,Wdr26
Itpkb.2,3.51E-25,0.534496743,0.372,0.39,9.41E-21,5,Itpkb
Atf7ip.1,3.97E-25,0.571115692,0.421,0.398,1.06E-20,5,Atf7ip
Stx16.1,4.09E-25,-0.30163826,0.174,0.367,1.10E-20,5,Stx16
B2m.3,4.48E-25,0.450035907,0.277,0.305,1.20E-20,5,B2m
Rab14.1,4.48E-25,-0.391887272,0.149,0.351,1.20E-20,5,Rab14
Cdk19.1,5.47E-25,-0.500399209,0.217,0.463,1.47E-20,5,Cdk19
5330438D12Rik.3,5.51E-25,-0.669043867,0.361,0.638,1.48E-20,5,5330438D12Rik
Rcbtb2.3,6.12E-25,-0.711813366,0.177,0.432,1.64E-20,5,Rcbtb2
Tbc1d23.1,6.27E-25,-0.576123028,0.155,0.387,1.68E-20,5,Tbc1d23
U2surp,6.57E-25,0.253300541,0.261,0.336,1.76E-20,5,U2surp
Camkk2,6.80E-25,-0.833967701,0.076,0.298,1.82E-20,5,Camkk2
Ddi2.3,7.67E-25,-0.667216862,0.149,0.391,2.06E-20,5,Ddi2
Rgl1.2,7.70E-25,-0.986410021,0.052,0.262,2.07E-20,5,Rgl1
Sgpl1.3,7.91E-25,-0.859360344,0.071,0.29,2.12E-20,5,Sgpl1
Exoc2,8.00E-25,0.48820188,0.266,0.261,2.15E-20,5,Exoc2
Ankib1,8.36E-25,0.721725341,0.299,0.229,2.24E-20,5,Ankib1
Nmt1.2,9.17E-25,-0.713388484,0.082,0.295,2.46E-20,5,Nmt1
Erp29.2,9.34E-25,-0.740812039,0.082,0.299,2.51E-20,5,Erp29
Fgfr2.2,9.50E-25,-0.296681063,0.302,0.549,2.55E-20,5,Fgfr2
Nktr.3,1.52E-24,0.342342224,0.391,0.444,4.07E-20,5,Nktr
Creb3l2.3,1.52E-24,-0.683737975,0.068,0.273,4.07E-20,5,Creb3l2
Exoc4.1,1.61E-24,0.161589547,0.587,0.736,4.31E-20,5,Exoc4
Vti1a.1,1.79E-24,0.28155326,0.497,0.606,4.80E-20,5,Vti1a
AC149090.1.1,1.83E-24,-0.39876063,0.609,0.84,4.92E-20,5,AC149090.1
Gsap.3,1.86E-24,-0.579661772,0.277,0.54,4.98E-20,5,Gsap
Cnot1,2.12E-24,0.416517951,0.304,0.322,5.68E-20,5,Cnot1
Rsbn1l,2.13E-24,0.422559858,0.34,0.368,5.71E-20,5,Rsbn1l
Hnrnpu.1,2.17E-24,0.380781854,0.348,0.4,5.83E-20,5,Hnrnpu
Laptm5.3,2.25E-24,-0.569940561,0.193,0.436,6.03E-20,5,Laptm5
Mrtfa.2,2.31E-24,0.458252825,0.342,0.38,6.19E-20,5,Mrtfa
Zmym2,2.34E-24,0.351719946,0.253,0.294,6.27E-20,5,Zmym2
Rapgef2.2,3.05E-24,0.453577631,0.345,0.374,8.20E-20,5,Rapgef2
Ssbp2.3,3.31E-24,0.706735723,0.478,0.427,8.89E-20,5,Ssbp2
Sp4,3.43E-24,0.802600571,0.258,0.163,9.19E-20,5,Sp4
Larp4b,4.02E-24,-0.4015408,0.201,0.422,1.08E-19,5,Larp4b
Map3k3.2,4.41E-24,-0.476457154,0.255,0.497,1.18E-19,5,Map3k3
Mapk1,4.45E-24,0.494497934,0.323,0.304,1.19E-19,5,Mapk1
Kif1b,4.85E-24,0.431691764,0.269,0.32,1.30E-19,5,Kif1b
Map11.2,5.37E-24,-0.835285833,0.052,0.254,1.44E-19,5,Map11
Ccdc50,6.01E-24,-0.700547517,0.163,0.409,1.61E-19,5,Ccdc50
Eri3.2,6.47E-24,-0.586898585,0.136,0.358,1.74E-19,5,Eri3
Anks1.2,6.56E-24,-0.615315966,0.174,0.413,1.76E-19,5,Anks1
Gm32036.3,7.49E-24,-0.760697418,0.174,0.423,2.01E-19,5,Gm32036
Dtnbp1.3,7.67E-24,-0.656033727,0.122,0.343,2.06E-19,5,Dtnbp1
Fermt3.3,7.74E-24,-0.393654608,0.217,0.436,2.08E-19,5,Fermt3
Arid2.1,8.45E-24,0.203526096,0.269,0.364,2.27E-19,5,Arid2
Trim12a.1,9.16E-24,0.585976751,0.288,0.27,2.46E-19,5,Trim12a
Ascc3.2,9.49E-24,0.435822232,0.451,0.486,2.55E-19,5,Ascc3
Rufy3.4,1.13E-23,-0.863896287,0.082,0.303,3.02E-19,5,Rufy3
Mgrn1.2,1.15E-23,-0.781523502,0.057,0.261,3.08E-19,5,Mgrn1
Lrrtm4,1.40E-23,1.196198557,0.253,0.191,3.75E-19,5,Lrrtm4
Fbrsl1.3,1.46E-23,-0.84956501,0.133,0.376,3.92E-19,5,Fbrsl1
Abcc5.1,1.50E-23,-0.628494018,0.125,0.351,4.02E-19,5,Abcc5
Hif1a.4,1.69E-23,-0.672842395,0.111,0.335,4.55E-19,5,Hif1a
Hipk2.1,1.83E-23,-0.583012354,0.171,0.406,4.91E-19,5,Hipk2
Celf2.2,1.83E-23,0.598784879,0.842,0.856,4.91E-19,5,Celf2
Xrn2,1.92E-23,0.36927905,0.332,0.365,5.15E-19,5,Xrn2
Dapp1.2,1.99E-23,-0.685127245,0.177,0.422,5.35E-19,5,Dapp1
Lrrfip1,2.07E-23,0.46134628,0.348,0.358,5.55E-19,5,Lrrfip1
Fbxw4.2,2.23E-23,-0.124650341,0.22,0.384,5.98E-19,5,Fbxw4
Lonp2,2.41E-23,0.549179118,0.345,0.321,6.48E-19,5,Lonp2
Sf3b1.2,2.48E-23,0.194284827,0.44,0.558,6.64E-19,5,Sf3b1
Tank.4,2.54E-23,0.611185386,0.296,0.276,6.83E-19,5,Tank
