,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Gm19500.4,1.88E-24,-1.391043532,0.093,0.436,5.06E-20,6,Gm19500
Usp36,2.70E-24,1.213826815,0.29,0.093,7.26E-20,6,Usp36
Pde8a.3,3.91E-24,-0.994149498,0.497,0.806,1.05E-19,6,Pde8a
Cntn2.1,3.96E-24,-1.127877054,0.246,0.617,1.06E-19,6,Cntn2
Ctnna2.4,4.43E-24,-1.114627242,0.383,0.735,1.19E-19,6,Ctnna2
Sez6l2.4,5.54E-24,-1.317704562,0.153,0.517,1.49E-19,6,Sez6l2
Nbas.3,6.32E-24,-0.974961772,0.432,0.774,1.70E-19,6,Nbas
Nrxn3.1,8.25E-24,2.3692231,0.35,0.233,2.21E-19,6,Nrxn3
Kif21a.2,9.95E-24,-1.096562845,0.404,0.744,2.67E-19,6,Kif21a
Fbxl12,1.07E-23,1.098202677,0.295,0.084,2.87E-19,6,Fbxl12
Hnrnpa3.1,1.15E-23,0.945131296,0.421,0.292,3.08E-19,6,Hnrnpa3
Mast3,1.47E-23,-0.957035214,0.333,0.701,3.96E-19,6,Mast3
Mast4.3,1.53E-23,-0.528837507,0.858,0.983,4.10E-19,6,Mast4
Jmjd1c.3,2.42E-23,1.024829995,0.656,0.493,6.51E-19,6,Jmjd1c
Pik3c2b.4,4.90E-23,-1.153505108,0.142,0.498,1.32E-18,6,Pik3c2b
Adamtsl1.3,6.82E-23,-1.11046488,0.262,0.626,1.83E-18,6,Adamtsl1
Slc12a2,8.62E-23,-0.999138809,0.399,0.739,2.31E-18,6,Slc12a2
Auts2.4,1.38E-22,-0.540750534,0.481,0.812,3.71E-18,6,Auts2
Stxbp6.4,1.61E-22,-0.97901417,0.23,0.594,4.31E-18,6,Stxbp6
Ephb2,2.61E-22,1.318103358,0.284,0.076,7.00E-18,6,Ephb2
Gria3,2.67E-22,1.265072476,0.322,0.124,7.16E-18,6,Gria3
Ythdc1.1,3.27E-22,1.063900054,0.568,0.327,8.78E-18,6,Ythdc1
Plekhg1.4,3.81E-22,-1.094817562,0.333,0.668,1.02E-17,6,Plekhg1
Cdc42bpa.1,3.90E-22,-0.696335543,0.743,0.933,1.05E-17,6,Cdc42bpa
Csnk1g1,4.29E-22,1.147506127,0.404,0.213,1.15E-17,6,Csnk1g1
Ncam2.3,4.91E-22,-0.894286729,0.541,0.84,1.32E-17,6,Ncam2
Gm4258.2,6.12E-22,-0.931590656,0.448,0.769,1.64E-17,6,Gm4258
Sox2ot.2,7.08E-22,-0.439205135,0.765,0.955,1.90E-17,6,Sox2ot
Plekhh1.1,7.66E-22,-0.842475106,0.399,0.738,2.06E-17,6,Plekhh1
Rbm39,1.39E-21,0.829096993,0.814,0.738,3.74E-17,6,Rbm39
Csmd1,1.47E-21,1.846575175,0.366,0.226,3.96E-17,6,Csmd1
Hapln2.4,1.81E-21,-1.297751062,0.12,0.446,4.86E-17,6,Hapln2
Ctsd,1.86E-21,1.044267808,0.301,0.11,4.99E-17,6,Ctsd
Gatm.1,2.19E-21,-0.875903631,0.415,0.747,5.89E-17,6,Gatm
Tubb4a.1,3.07E-21,-0.953686896,0.372,0.706,8.23E-17,6,Tubb4a
1700047M11Rik.2,3.14E-21,-1.170106246,0.191,0.531,8.42E-17,6,1700047M11Rik
Ddx55,3.96E-21,1.116840737,0.366,0.123,1.06E-16,6,Ddx55
Ephb1.4,5.75E-21,-1.08283206,0.24,0.589,1.54E-16,6,Ephb1
Gbf1,7.10E-21,1.034288796,0.514,0.346,1.91E-16,6,Gbf1
Sqstm1,7.84E-21,1.054390938,0.317,0.157,2.10E-16,6,Sqstm1
Abca5,8.07E-21,1.094519213,0.301,0.08,2.17E-16,6,Abca5
Tmem63a.4,1.12E-20,-1.117509853,0.098,0.418,3.01E-16,6,Tmem63a
Mdm4.1,1.25E-20,0.95792602,0.557,0.376,3.36E-16,6,Mdm4
Ssh2.3,1.29E-20,-0.841295347,0.41,0.741,3.45E-16,6,Ssh2
Cpt1c,1.33E-20,1.104929545,0.273,0.103,3.58E-16,6,Cpt1c
Abca8a.3,1.49E-20,-1.165691279,0.109,0.432,3.99E-16,6,Abca8a
Brd4.1,1.72E-20,0.98793618,0.536,0.344,4.61E-16,6,Brd4
Unc5c.3,1.86E-20,-0.717936014,0.568,0.852,5.00E-16,6,Unc5c
Rasgrp3.4,1.89E-20,-1.107980227,0.055,0.343,5.07E-16,6,Rasgrp3
Aplp1.2,1.90E-20,-0.988400894,0.317,0.657,5.09E-16,6,Aplp1
Nrbp2.4,2.34E-20,-1.04867812,0.164,0.499,6.28E-16,6,Nrbp2
Ttyh2.1,2.53E-20,-0.945921621,0.251,0.597,6.78E-16,6,Ttyh2
Phldb1.3,2.56E-20,-0.680143214,0.459,0.779,6.87E-16,6,Phldb1
Slc44a1.3,3.42E-20,-0.865807197,0.437,0.746,9.19E-16,6,Slc44a1
Papola.1,4.51E-20,0.982558927,0.47,0.331,1.21E-15,6,Papola
Mal.5,5.29E-20,-1.073964222,0.301,0.636,1.42E-15,6,Mal
Myo1d.4,5.29E-20,-0.942837432,0.366,0.694,1.42E-15,6,Myo1d
Kcnip4.3,7.14E-20,1.960273078,0.366,0.282,1.92E-15,6,Kcnip4
Prpf8,1.33E-19,1.012775041,0.301,0.085,3.56E-15,6,Prpf8
Tcf4.1,1.37E-19,-0.508665386,0.541,0.835,3.68E-15,6,Tcf4
Hsp90ab1.5,2.01E-19,1.033773028,0.454,0.321,5.40E-15,6,Hsp90ab1
Trpm7.1,2.41E-19,0.838452316,0.645,0.536,6.48E-15,6,Trpm7
Dbndd2.3,2.60E-19,-0.982319028,0.169,0.498,6.98E-15,6,Dbndd2
Arhgef12.4,3.05E-19,0.930501711,0.639,0.498,8.18E-15,6,Arhgef12
Kcnd2,4.59E-19,1.566002789,0.279,0.177,1.23E-14,6,Kcnd2
Klhl2.1,4.79E-19,-0.758217371,0.563,0.828,1.28E-14,6,Klhl2
Tnks.2,5.03E-19,0.972147301,0.437,0.261,1.35E-14,6,Tnks
Dock9.4,8.43E-19,-0.999057511,0.383,0.683,2.26E-14,6,Dock9
Lrrc7,8.48E-19,1.305639644,0.301,0.14,2.27E-14,6,Lrrc7
Elmo1.1,8.62E-19,-0.544394215,0.743,0.935,2.31E-14,6,Elmo1
Gab2.3,1.12E-18,1.065383519,0.437,0.269,3.01E-14,6,Gab2
Tmeff1.4,1.24E-18,-1.1961986,0.148,0.462,3.32E-14,6,Tmeff1
Exoc6b.3,1.26E-18,-0.738173779,0.601,0.858,3.39E-14,6,Exoc6b
Cpped1,1.37E-18,1.045521095,0.295,0.108,3.67E-14,6,Cpped1
Pacs2.3,1.66E-18,-0.982594224,0.213,0.537,4.46E-14,6,Pacs2
Cdk19.2,1.93E-18,-0.689530045,0.656,0.889,5.19E-14,6,Cdk19
Iqsec1.3,2.12E-18,-0.880670772,0.268,0.598,5.68E-14,6,Iqsec1
Lpgat1.2,2.30E-18,-0.987479222,0.361,0.673,6.17E-14,6,Lpgat1
Lrrtm4,2.67E-18,1.62779827,0.311,0.175,7.15E-14,6,Lrrtm4
Zmiz1.1,2.74E-18,1.086613528,0.344,0.156,7.36E-14,6,Zmiz1
Cdh20.3,2.87E-18,-0.931201372,0.415,0.722,7.70E-14,6,Cdh20
Scd2.2,3.41E-18,-0.85885576,0.514,0.782,9.16E-14,6,Scd2
Lgi3.3,3.61E-18,-1.042164847,0.109,0.409,9.68E-14,6,Lgi3
Erbin.3,4.41E-18,-0.636055987,0.683,0.906,1.18E-13,6,Erbin
Tmem151a.1,4.91E-18,-1.079421756,0.098,0.389,1.32E-13,6,Tmem151a
Pcdh11x.3,6.83E-18,-1.518082682,0.049,0.305,1.83E-13,6,Pcdh11x
Gal3st1.3,6.90E-18,-1.094887844,0.055,0.322,1.85E-13,6,Gal3st1
Lama2.4,8.31E-18,-1.361350871,0.109,0.402,2.23E-13,6,Lama2
Arhgef28.1,9.16E-18,-0.879313633,0.24,0.563,2.46E-13,6,Arhgef28
Pip4k2a.4,1.13E-17,-0.739955813,0.464,0.761,3.04E-13,6,Pip4k2a
Hspa9,1.49E-17,1.016326978,0.333,0.126,4.01E-13,6,Hspa9
Slain1.3,1.66E-17,-0.822453758,0.383,0.694,4.44E-13,6,Slain1
Eif3c,1.74E-17,0.977853866,0.317,0.129,4.68E-13,6,Eif3c
Cdh10.2,1.87E-17,-0.979202025,0.268,0.587,5.01E-13,6,Cdh10
P2rx7,3.78E-17,1.148036868,0.301,0.152,1.02E-12,6,P2rx7
Pik3r1.2,3.90E-17,-0.941522828,0.235,0.548,1.05E-12,6,Pik3r1
Dpysl2,5.34E-17,-0.941656346,0.295,0.596,1.43E-12,6,Dpysl2
Morf4l1.1,6.65E-17,0.909270912,0.372,0.249,1.78E-12,6,Morf4l1
Lncpint.1,6.67E-17,0.911219287,0.596,0.462,1.79E-12,6,Lncpint
N4bp1,7.84E-17,0.971284907,0.295,0.097,2.10E-12,6,N4bp1
Folh1.4,1.45E-16,-0.849698029,0.049,0.283,3.89E-12,6,Folh1
Cadm2.1,1.66E-16,-0.601697823,0.585,0.84,4.47E-12,6,Cadm2
Vmp1,1.68E-16,-0.774016208,0.519,0.78,4.50E-12,6,Vmp1
Ifrd1,1.74E-16,0.991857842,0.328,0.125,4.67E-12,6,Ifrd1
Ptk2.2,1.96E-16,-0.806474054,0.486,0.759,5.25E-12,6,Ptk2
Gps2,2.32E-16,0.962538026,0.306,0.126,6.22E-12,6,Gps2
Elavl3.3,2.41E-16,-1.006754857,0.197,0.497,6.48E-12,6,Elavl3
Prkcz.2,2.54E-16,-0.904163301,0.18,0.481,6.83E-12,6,Prkcz
Cdh19.4,2.63E-16,-1.000695458,0.262,0.569,7.05E-12,6,Cdh19
Gria1,2.93E-16,1.599851638,0.311,0.169,7.85E-12,6,Gria1
Efnb3.1,3.05E-16,-1.056033169,0.142,0.427,8.17E-12,6,Efnb3
Btaf1,4.97E-16,0.911254059,0.481,0.276,1.33E-11,6,Btaf1
Dcaf17,5.33E-16,1.000400998,0.328,0.23,1.43E-11,6,Dcaf17
Tax1bp1,6.25E-16,0.95959816,0.383,0.192,1.68E-11,6,Tax1bp1
Tmem117.4,6.27E-16,-1.124062317,0.093,0.362,1.68E-11,6,Tmem117
Safb,6.27E-16,0.847205106,0.333,0.184,1.68E-11,6,Safb
Med13l.1,7.75E-16,0.913104145,0.443,0.284,2.08E-11,6,Med13l
Tspan2.4,8.20E-16,-0.76179737,0.41,0.702,2.20E-11,6,Tspan2
Fgfr2.3,8.35E-16,-0.508299565,0.781,0.935,2.24E-11,6,Fgfr2
Dyrk1a.1,8.37E-16,0.825124533,0.514,0.356,2.24E-11,6,Dyrk1a
Cdh2.2,8.93E-16,-0.877451621,0.279,0.58,2.40E-11,6,Cdh2
Wdr70.1,9.07E-16,0.92172455,0.415,0.216,2.43E-11,6,Wdr70
Gm11149.1,9.75E-16,-0.950294107,0.257,0.557,2.62E-11,6,Gm11149
Cab39,1.69E-15,1.022331896,0.344,0.152,4.55E-11,6,Cab39
Eml2.4,1.89E-15,-1.066904203,0.093,0.346,5.06E-11,6,Eml2
Rbfox1,1.93E-15,1.453512617,0.257,0.166,5.18E-11,6,Rbfox1
Itpk1.4,2.33E-15,-0.804883996,0.251,0.551,6.26E-11,6,Itpk1
Grik2.4,3.15E-15,-0.575494427,0.552,0.816,8.45E-11,6,Grik2
Thrap3.1,3.28E-15,0.87295747,0.415,0.244,8.79E-11,6,Thrap3
Ap1g1,3.31E-15,0.920746817,0.404,0.206,8.89E-11,6,Ap1g1
Nktr.1,4.29E-15,0.663259277,0.525,0.476,1.15E-10,6,Nktr
Gm49797.1,5.04E-15,0.931760402,0.355,0.18,1.35E-10,6,Gm49797
Atxn1.1,5.64E-15,1.075204764,0.322,0.187,1.51E-10,6,Atxn1
Sema6d.1,6.62E-15,-0.709949535,0.24,0.532,1.78E-10,6,Sema6d
Eif1,1.05E-14,0.938850373,0.311,0.166,2.80E-10,6,Eif1
Gm44866.5,1.08E-14,-1.166445748,0.044,0.265,2.91E-10,6,Gm44866
Ablim2.4,1.09E-14,-0.788676534,0.202,0.484,2.92E-10,6,Ablim2
Rev1,1.11E-14,0.93596046,0.355,0.185,2.99E-10,6,Rev1
Gnai1.4,1.17E-14,-0.922175317,0.169,0.45,3.15E-10,6,Gnai1
Cyth1,1.45E-14,-0.778006367,0.273,0.564,3.90E-10,6,Cyth1
Eif4a1,1.85E-14,0.834300972,0.262,0.114,4.96E-10,6,Eif4a1
Meg3.4,2.03E-14,1.118041947,0.721,0.573,5.44E-10,6,Meg3
Serinc3,2.05E-14,0.926679792,0.311,0.135,5.49E-10,6,Serinc3
Scaf8.1,2.11E-14,0.802638673,0.492,0.322,5.66E-10,6,Scaf8
Slc25a13.4,2.52E-14,-0.855797493,0.148,0.418,6.77E-10,6,Slc25a13
Ccnt1.1,2.61E-14,0.890847092,0.35,0.183,7.00E-10,6,Ccnt1
Mcam.1,2.62E-14,0.895689382,0.355,0.208,7.04E-10,6,Mcam
Robo1.4,3.22E-14,-1.507635318,0.109,0.36,8.64E-10,6,Robo1
Lrrtm3.4,3.77E-14,-0.930492474,0.186,0.464,1.01E-09,6,Lrrtm3
Gphn.1,3.98E-14,-0.572397684,0.656,0.865,1.07E-09,6,Gphn
Laptm4a,4.24E-14,0.915111396,0.262,0.105,1.14E-09,6,Laptm4a
Hip1.2,4.48E-14,-0.695819276,0.169,0.437,1.20E-09,6,Hip1
U2af1,4.55E-14,0.868404445,0.301,0.147,1.22E-09,6,U2af1
Fam168b,4.64E-14,0.913628262,0.268,0.114,1.24E-09,6,Fam168b
Extl3,5.02E-14,0.969822623,0.388,0.188,1.35E-09,6,Extl3
Nav1.2,6.58E-14,-0.925583739,0.126,0.385,1.77E-09,6,Nav1
Gm28376.4,6.66E-14,-0.799402593,0.202,0.479,1.79E-09,6,Gm28376
Ank.4,6.76E-14,-0.768355697,0.273,0.558,1.81E-09,6,Ank
Zc3h18,7.13E-14,0.893809493,0.273,0.117,1.91E-09,6,Zc3h18
Zdhhc14.2,7.13E-14,-0.533978816,0.514,0.777,1.91E-09,6,Zdhhc14
Wnk1.3,8.72E-14,-0.695072778,0.541,0.781,2.34E-09,6,Wnk1
Rassf2.1,9.85E-14,-0.938716471,0.093,0.337,2.64E-09,6,Rassf2
Galnt6.4,1.13E-13,-0.933321814,0.077,0.311,3.03E-09,6,Galnt6
Bach2.4,1.16E-13,0.903332567,0.459,0.333,3.10E-09,6,Bach2
A330015K06Rik.1,1.16E-13,-0.731583275,0.339,0.622,3.11E-09,6,A330015K06Rik
Supt6,1.22E-13,0.907721811,0.366,0.178,3.28E-09,6,Supt6
Eif3j1,1.28E-13,0.869781636,0.279,0.138,3.43E-09,6,Eif3j1
Sf3b1,1.34E-13,0.759367587,0.475,0.358,3.60E-09,6,Sf3b1
Ambra1.1,1.39E-13,0.637276945,0.519,0.48,3.72E-09,6,Ambra1
Rffl.2,1.39E-13,-0.712841983,0.317,0.597,3.74E-09,6,Rffl
Lonp2,1.44E-13,0.820533761,0.47,0.318,3.86E-09,6,Lonp2
Son,1.55E-13,0.600880286,0.814,0.746,4.16E-09,6,Son
Ypel2.1,1.57E-13,-0.634559524,0.612,0.827,4.20E-09,6,Ypel2
Tnrc6b.1,1.77E-13,0.378981538,0.536,0.595,4.76E-09,6,Tnrc6b
Dock5.4,2.19E-13,-0.746504885,0.24,0.517,5.87E-09,6,Dock5
D7Ertd443e.3,2.43E-13,-0.484995843,0.628,0.854,6.51E-09,6,D7Ertd443e
Bcl2l1.1,2.61E-13,0.651093468,0.65,0.599,6.99E-09,6,Bcl2l1
Tnks2.1,2.71E-13,0.835076004,0.399,0.254,7.28E-09,6,Tnks2
Zfp644.1,3.03E-13,0.786668047,0.443,0.296,8.13E-09,6,Zfp644
Ddhd1.3,3.43E-13,0.791765603,0.322,0.263,9.20E-09,6,Ddhd1
Ppp1cb,3.44E-13,0.894990861,0.333,0.17,9.24E-09,6,Ppp1cb
Chd2,3.44E-13,0.877439988,0.448,0.31,9.24E-09,6,Chd2
Stam.1,4.01E-13,0.826447731,0.279,0.121,1.08E-08,6,Stam
U2af2,4.76E-13,0.820485877,0.262,0.132,1.28E-08,6,U2af2
Dixdc1.4,4.88E-13,-0.930672897,0.197,0.459,1.31E-08,6,Dixdc1
Bmt2,4.90E-13,0.909432853,0.301,0.16,1.31E-08,6,Bmt2
Plxnb3.1,5.60E-13,-0.773281348,0.115,0.354,1.50E-08,6,Plxnb3
Cpe,5.70E-13,0.993871069,0.29,0.135,1.53E-08,6,Cpe
Psme4.2,5.75E-13,0.83731829,0.552,0.397,1.54E-08,6,Psme4
Pcdh15.4,5.88E-13,-0.933382298,0.126,0.373,1.58E-08,6,Pcdh15
Sh3kbp1.3,6.37E-13,-0.869082771,0.224,0.492,1.71E-08,6,Sh3kbp1
Smad7.2,7.10E-13,-0.859404589,0.268,0.53,1.91E-08,6,Smad7
Acaca.3,7.92E-13,-0.896163441,0.322,0.586,2.13E-08,6,Acaca
Kcnk13.2,9.24E-13,-0.880212728,0.208,0.472,2.48E-08,6,Kcnk13
Srgap1.4,9.53E-13,0.742213526,0.579,0.515,2.56E-08,6,Srgap1
Scarb2.1,9.69E-13,0.717044698,0.366,0.282,2.60E-08,6,Scarb2
Gle1,1.05E-12,0.904111359,0.295,0.142,2.83E-08,6,Gle1
Zfp532.3,1.06E-12,-0.847355407,0.246,0.512,2.83E-08,6,Zfp532
Bfsp2.3,1.19E-12,0.959288475,0.361,0.228,3.20E-08,6,Bfsp2
Mprip,1.20E-12,0.801183371,0.454,0.282,3.23E-08,6,Mprip
Brd8,1.43E-12,0.877632059,0.355,0.193,3.85E-08,6,Brd8
Rcbtb1.4,1.54E-12,-0.785486827,0.311,0.573,4.13E-08,6,Rcbtb1
Abi1,1.56E-12,0.758462164,0.377,0.26,4.19E-08,6,Abi1
Sik3.1,1.74E-12,-0.519936478,0.76,0.912,4.68E-08,6,Sik3
Kansl1.1,1.87E-12,0.55726401,0.607,0.564,5.01E-08,6,Kansl1
Aff4,1.96E-12,0.725242546,0.486,0.344,5.26E-08,6,Aff4
Ubc,2.18E-12,0.84306243,0.262,0.157,5.86E-08,6,Ubc
Mark3.1,2.22E-12,0.831481852,0.47,0.306,5.97E-08,6,Mark3
Hnrnpd,2.37E-12,0.796166969,0.268,0.155,6.35E-08,6,Hnrnpd
Ptn.4,2.39E-12,-0.916342802,0.35,0.595,6.42E-08,6,Ptn
Gnao1.1,2.41E-12,-0.517861507,0.694,0.879,6.46E-08,6,Gnao1
Pkn2.1,2.78E-12,0.778312827,0.437,0.293,7.47E-08,6,Pkn2
Tmcc1.2,3.33E-12,-0.689710624,0.623,0.807,8.93E-08,6,Tmcc1
Kctd13.4,3.34E-12,-0.823899717,0.202,0.459,8.96E-08,6,Kctd13
Rhou.3,3.36E-12,-0.826873611,0.197,0.454,9.01E-08,6,Rhou
Kazn.2,3.50E-12,-0.71722042,0.219,0.478,9.38E-08,6,Kazn
Nrg3.3,3.84E-12,1.470182843,0.372,0.269,1.03E-07,6,Nrg3
Hdac4,3.93E-12,0.829962916,0.311,0.149,1.05E-07,6,Hdac4
Eif5b,4.08E-12,0.857230933,0.372,0.178,1.09E-07,6,Eif5b
Ccp110.3,4.59E-12,-0.818044516,0.322,0.562,1.23E-07,6,Ccp110
Celf2.3,4.95E-12,1.193526249,0.443,0.333,1.33E-07,6,Celf2
Bcas1.3,5.12E-12,-0.426373125,0.519,0.764,1.38E-07,6,Bcas1
Crebbp.2,5.37E-12,0.627478282,0.536,0.47,1.44E-07,6,Crebbp
Zranb1.1,5.43E-12,0.775236841,0.393,0.256,1.46E-07,6,Zranb1
Tmem132d.4,5.69E-12,-1.175134924,0.098,0.318,1.53E-07,6,Tmem132d
4930511M06Rik.4,5.72E-12,-0.958792574,0.158,0.392,1.54E-07,6,4930511M06Rik
Mbnl2.1,5.81E-12,-0.398095161,0.749,0.921,1.56E-07,6,Mbnl2
Timm23,6.31E-12,0.872122322,0.273,0.105,1.69E-07,6,Timm23
Ndel1,6.36E-12,0.810175836,0.273,0.136,1.71E-07,6,Ndel1
Rptor,7.01E-12,0.536784955,0.339,0.307,1.88E-07,6,Rptor
Ankub1.3,7.22E-12,-0.944576248,0.055,0.255,1.94E-07,6,Ankub1
Usp37.1,8.50E-12,0.78418848,0.35,0.216,2.28E-07,6,Usp37
Ssbp2,9.75E-12,0.847333603,0.377,0.238,2.62E-07,6,Ssbp2
Ankhd1.3,9.98E-12,0.676292426,0.514,0.425,2.68E-07,6,Ankhd1
Il33.3,9.99E-12,-0.77619517,0.333,0.589,2.68E-07,6,Il33
Cebpz,1.05E-11,0.825390704,0.251,0.091,2.82E-07,6,Cebpz
Fyn.1,1.05E-11,0.816625393,0.426,0.215,2.82E-07,6,Fyn
Grb14.3,1.06E-11,-0.585811906,0.328,0.588,2.84E-07,6,Grb14
Golgb1,1.09E-11,0.793191619,0.306,0.2,2.91E-07,6,Golgb1
Kctd3.4,1.12E-11,-0.887616893,0.158,0.397,3.01E-07,6,Kctd3
Trim2.3,1.24E-11,-0.522193023,0.563,0.79,3.31E-07,6,Trim2
Prpf38b.1,1.31E-11,0.776331441,0.273,0.162,3.53E-07,6,Prpf38b
Slc13a1.4,1.37E-11,-1.2253976,0.082,0.287,3.67E-07,6,Slc13a1
Dpm1,1.44E-11,0.782827982,0.29,0.177,3.86E-07,6,Dpm1
Arhgef10.1,1.53E-11,-0.678422631,0.443,0.682,4.12E-07,6,Arhgef10
Setd2,1.78E-11,0.716122168,0.415,0.297,4.77E-07,6,Setd2
Zfp451.1,1.86E-11,0.843135848,0.317,0.155,5.00E-07,6,Zfp451
Itch,1.88E-11,-0.680806926,0.415,0.666,5.04E-07,6,Itch
Ssbp3.1,1.92E-11,0.810860231,0.262,0.102,5.16E-07,6,Ssbp3
Ctnnal1.1,2.06E-11,0.893688491,0.306,0.189,5.52E-07,6,Ctnnal1
Rora,2.20E-11,0.974581686,0.344,0.163,5.90E-07,6,Rora
Ccnl1.1,2.25E-11,0.701427491,0.344,0.25,6.05E-07,6,Ccnl1
Rfx7,2.34E-11,0.7915819,0.404,0.269,6.28E-07,6,Rfx7
Nbea.2,2.47E-11,-0.535687752,0.656,0.843,6.63E-07,6,Nbea
Kcmf1,2.52E-11,0.768684768,0.317,0.207,6.77E-07,6,Kcmf1
Ttll5.3,2.60E-11,-0.591642484,0.301,0.557,6.97E-07,6,Ttll5
Rab2a.2,2.75E-11,0.666010561,0.454,0.347,7.39E-07,6,Rab2a
Cipc.2,2.96E-11,-0.743988276,0.268,0.518,7.95E-07,6,Cipc
Prima1.2,3.08E-11,-0.887625907,0.087,0.296,8.28E-07,6,Prima1
Tsc22d3.1,3.51E-11,-0.701827535,0.082,0.283,9.41E-07,6,Tsc22d3
Cdk11b,3.70E-11,0.851891996,0.311,0.179,9.93E-07,6,Cdk11b
Magi1.2,3.84E-11,-0.656108448,0.35,0.601,1.03E-06,6,Magi1
Ncl.1,4.14E-11,0.773868665,0.322,0.173,1.11E-06,6,Ncl
Ndst4.3,4.17E-11,-0.8662504,0.082,0.289,1.12E-06,6,Ndst4
Fbxw2,4.20E-11,0.746511963,0.268,0.159,1.13E-06,6,Fbxw2
Xrcc6.3,4.40E-11,-0.897908818,0.219,0.45,1.18E-06,6,Xrcc6
Ilf2,4.83E-11,0.77684914,0.328,0.146,1.30E-06,6,Ilf2
Heg1.3,5.01E-11,-0.682232187,0.164,0.397,1.35E-06,6,Heg1
Myo6.3,5.08E-11,-0.577023013,0.508,0.737,1.36E-06,6,Myo6
Snhg11.3,5.22E-11,0.898515202,0.672,0.549,1.40E-06,6,Snhg11
Hecw2.3,5.28E-11,-0.493248614,0.76,0.909,1.42E-06,6,Hecw2
Cpeb3.2,5.32E-11,-0.656646523,0.23,0.475,1.43E-06,6,Cpeb3
Prkcb.1,5.52E-11,-0.168860547,0.169,0.329,1.48E-06,6,Prkcb
Mbd2,5.63E-11,0.767385327,0.328,0.194,1.51E-06,6,Mbd2
Fmnl2.2,6.37E-11,-0.620341791,0.481,0.719,1.71E-06,6,Fmnl2
Agap1.1,6.52E-11,-0.455226852,0.732,0.897,1.75E-06,6,Agap1
Mapre2.3,7.07E-11,-1.001825768,0.169,0.391,1.90E-06,6,Mapre2
Bicral.4,7.37E-11,0.738707706,0.475,0.323,1.98E-06,6,Bicral
Inpp5a.3,8.12E-11,0.721489484,0.383,0.318,2.18E-06,6,Inpp5a
Gm48742.3,8.30E-11,-0.875582351,0.104,0.313,2.23E-06,6,Gm48742
Dnajc6.2,8.71E-11,-0.754055086,0.197,0.436,2.34E-06,6,Dnajc6
Inf2.1,9.23E-11,0.709239346,0.448,0.326,2.48E-06,6,Inf2
Jam3.3,1.04E-10,-0.78850484,0.246,0.489,2.78E-06,6,Jam3
Foxn3.3,1.07E-10,-0.435726755,0.519,0.752,2.86E-06,6,Foxn3
Chmp4b,1.12E-10,0.783624421,0.279,0.114,3.01E-06,6,Chmp4b
Mboat1.3,1.25E-10,-0.74937425,0.098,0.305,3.34E-06,6,Mboat1
Ubr3,1.29E-10,0.629626657,0.557,0.459,3.45E-06,6,Ubr3
Eif2s2,1.29E-10,0.820199915,0.262,0.117,3.46E-06,6,Eif2s2
Map4.2,1.38E-10,-0.641231458,0.388,0.632,3.70E-06,6,Map4
App.2,1.40E-10,-0.258726341,0.77,0.926,3.75E-06,6,App
Hspa8,1.52E-10,0.838165409,0.301,0.169,4.08E-06,6,Hspa8
Pik3ca,1.74E-10,0.764083247,0.415,0.238,4.67E-06,6,Pik3ca
Amph.2,1.86E-10,-0.557969806,0.24,0.48,4.98E-06,6,Amph
Chn2.3,1.95E-10,-0.421634766,0.148,0.342,5.24E-06,6,Chn2
Tnrc6a.1,2.05E-10,0.602627402,0.563,0.503,5.51E-06,6,Tnrc6a
Arih1.1,2.11E-10,0.560943149,0.546,0.495,5.65E-06,6,Arih1
Eif4g2,2.11E-10,0.746734427,0.301,0.203,5.67E-06,6,Eif4g2
Ddx5,2.25E-10,0.528762825,0.749,0.728,6.04E-06,6,Ddx5
Abca2,2.31E-10,-0.750512046,0.213,0.448,6.19E-06,6,Abca2
Gm42413.3,2.38E-10,-0.737503583,0.24,0.48,6.40E-06,6,Gm42413
St3gal3.2,2.47E-10,-0.659253348,0.273,0.515,6.64E-06,6,St3gal3
Atf2,2.57E-10,0.759751483,0.415,0.269,6.91E-06,6,Atf2
Retreg1.1,2.90E-10,-0.648979717,0.311,0.555,7.79E-06,6,Retreg1
Nfasc.4,3.17E-10,-0.477363219,0.645,0.842,8.50E-06,6,Nfasc
Ddx17.2,3.45E-10,-0.462939901,0.383,0.624,9.27E-06,6,Ddx17
Dop1a.1,4.61E-10,0.676389664,0.361,0.268,1.24E-05,6,Dop1a
Xkr4.1,4.96E-10,-0.670164843,0.268,0.506,1.33E-05,6,Xkr4
Dpy19l1.1,5.08E-10,0.507011836,0.448,0.435,1.36E-05,6,Dpy19l1
Nipbl.1,5.34E-10,0.479088882,0.541,0.524,1.43E-05,6,Nipbl
Gm47283.1,5.40E-10,0.578685629,0.268,0.215,1.45E-05,6,Gm47283
Fgf14,5.42E-10,1.341143731,0.29,0.159,1.45E-05,6,Fgf14
Ccdc174,5.55E-10,0.771516358,0.268,0.114,1.49E-05,6,Ccdc174
Phf20l1.1,5.58E-10,0.623664335,0.486,0.386,1.50E-05,6,Phf20l1
Psmd14.2,5.78E-10,0.703292325,0.355,0.247,1.55E-05,6,Psmd14
Cobl.3,6.02E-10,-0.825050088,0.169,0.387,1.62E-05,6,Cobl
Sulf2.3,6.42E-10,0.673660334,0.454,0.318,1.72E-05,6,Sulf2
