MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:99694,Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,9,,regulation of neuronal synaptic plasticity,,,IMP,MGI:2157015 ,J:73863 
MGI:99694,Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,9,,regulation of synaptic plasticity,,,ISO,RGD:620395 ,J:155856 
MGI:109137,Rasgrf2,RAS protein-specific guanine nucleotide-releasing factor 2,13,,long-term synaptic potentiation,,,IGI,MGI:95820 ,J:163089 
MGI:103022,Reln,reelin,5,,long-term synaptic potentiation,,,IMP,,J:184736 
MGI:103022,Reln,reelin,5,,modulation of chemical synaptic transmission,,,IMP,,J:142541 
MGI:103022,Reln,reelin,5,,positive regulation of excitatory postsynaptic potential,,,IDA,,J:128028 
MGI:103022,Reln,reelin,5,,positive regulation of excitatory postsynaptic potential,,,IMP,,J:128028 
MGI:103022,Reln,reelin,5,,positive regulation of excitatory postsynaptic potential,,,IMP,,J:159385 
MGI:103022,Reln,reelin,5,,positive regulation of excitatory postsynaptic potential,,,IMP,,J:219074 
MGI:103022,Reln,reelin,5,,positive regulation of long-term synaptic potentiation,,,IDA,,J:184736 
MGI:103022,Reln,reelin,5,,"positive regulation of synaptic transmission, glutamatergic",,,IDA,,J:128028 
MGI:103022,Reln,reelin,5,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:128028 
MGI:103022,Reln,reelin,5,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:159385 
MGI:103022,Reln,reelin,5,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:219074 
MGI:103022,Reln,reelin,5,,regulation of synaptic activity,,,NAS,,J:248393 
MGI:1888506,Retn,resistin,8,,positive regulation of synaptic transmission,,,ISO,RGD:628781 ,J:155856 
MGI:108409,Rgs4,regulator of G-protein signaling 4,1,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:3567 ,J:155856 
MGI:1859709,Rgs14,regulator of G-protein signaling 14,13,,long-term synaptic potentiation,,,IDA,,J:164681 
MGI:1859709,Rgs14,regulator of G-protein signaling 14,13,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:263580 
MGI:1859709,Rgs14,regulator of G-protein signaling 14,13,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:263580 
MGI:1859709,Rgs14,regulator of G-protein signaling 14,13,,negative regulation of synaptic plasticity,,,IMP,,J:164681 
MGI:1926078,Rhot1,ras homolog family member T1,11,,regulation of neurotransmitter secretion,,,ISO,RGD:1307023 ,J:155856 
MGI:2152971,Rims1,regulating synaptic membrane exocytosis 1,1,,long-term synaptic potentiation,,,ISO,RGD:620000 ,J:155856 
MGI:2152971,Rims1,regulating synaptic membrane exocytosis 1,1,,positive regulation of excitatory postsynaptic potential,happens in hippocampal neuron,,IGI,Q99NE5 Q9EQZ7 ,J:168142 
MGI:2152971,Rims1,regulating synaptic membrane exocytosis 1,1,,positive regulation of synaptic transmission,,,IBA,PTN000255280 ,J:265628 
MGI:2152971,Rims1,regulating synaptic membrane exocytosis 1,1,,regulation of long-term neuronal synaptic plasticity,,,IMP,MGI:2178099 ,J:73899 
MGI:2152971,Rims1,regulating synaptic membrane exocytosis 1,1,,regulation of synaptic plasticity,,,IBA,PTN000255280 ,J:265628 
MGI:2152971,Rims1,regulating synaptic membrane exocytosis 1,1,,regulation of synaptic vesicle exocytosis,,,IBA,PTN001741737 ,J:265628 
MGI:2152971,Rims1,regulating synaptic membrane exocytosis 1,1,,regulation of synaptic vesicle exocytosis,,,ISO,F1M9T0 ,J:73065 
MGI:2152972,Rims2,regulating synaptic membrane exocytosis 2,15,,positive regulation of excitatory postsynaptic potential,happens in hippocampal neuron,,IGI,Q99NE5 Q9EQZ7 ,J:168142 
MGI:2152972,Rims2,regulating synaptic membrane exocytosis 2,15,,positive regulation of synaptic transmission,,,IBA,PTN000255280 ,J:265628 
MGI:2152972,Rims2,regulating synaptic membrane exocytosis 2,15,,regulation of synaptic plasticity,,,IBA,PTN000255280 ,J:265628 
MGI:2152972,Rims2,regulating synaptic membrane exocytosis 2,15,,regulation of synaptic vesicle exocytosis,,,IBA,PTN001741737 ,J:265628 
MGI:2152972,Rims2,regulating synaptic membrane exocytosis 2,15,,regulation of synaptic vesicle exocytosis,,,ISO,F1MA67 ,J:73065 
MGI:2443331,Rims3,regulating synaptic membrane exocytosis 3,4,,positive regulation of synaptic transmission,,,IBA,PTN000255280 ,J:265628 
MGI:2443331,Rims3,regulating synaptic membrane exocytosis 3,4,,regulation of synaptic plasticity,,,IBA,PTN000255280 ,J:265628 
MGI:2443331,Rims3,regulating synaptic membrane exocytosis 3,4,,regulation of synaptic vesicle exocytosis,,,IBA,PTN001741737 ,J:265628 
MGI:2443331,Rims3,regulating synaptic membrane exocytosis 3,4,,regulation of synaptic vesicle exocytosis,,,ISO,Q9JIR3 ,J:165320 
MGI:2674366,Rims4,regulating synaptic membrane exocytosis 4,2,,positive regulation of synaptic transmission,,,IBA,PTN000255280 ,J:265628 
MGI:2674366,Rims4,regulating synaptic membrane exocytosis 4,2,,regulation of synaptic plasticity,,,IBA,PTN000255280 ,J:265628 
MGI:2674366,Rims4,regulating synaptic membrane exocytosis 4,2,,regulation of synaptic vesicle exocytosis,,,IBA,PTN001741737 ,J:265628 
MGI:2674366,Rims4,regulating synaptic membrane exocytosis 4,2,,regulation of synaptic vesicle exocytosis,,,ISO,Q8CIX1 ,J:73065 
MGI:2385695,Rin1,Ras and Rab interactor 1,19,,negative regulation of synaptic plasticity,happens in amygdala,,IMP,MGI:2451226 ,J:81922 
MGI:1353623,Rnf19a,ring finger protein 19A,15,,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation,happens in hippocampal mossy fiber to CA3 synapse",,EXP,,J:250032 
MGI:1353623,Rnf19a,ring finger protein 19A,15,,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission","happens in hippocampal mossy fiber to CA3 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:250032 
MGI:1353623,Rnf19a,ring finger protein 19A,15,,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation,happens in hippocampal mossy fiber to CA3 synapse",,IMP,,J:250032 
MGI:1917760,Rnf167,ring finger protein 167,11,,"regulation of synaptic transmission, glutamatergic",,,ISO,Q9H6Y7 ,J:164563 
MGI:1347521,Ror2,receptor tyrosine kinase-like orphan receptor 2,13,,modulation of chemical synaptic transmission,,,ISO,RGD:1305275 ,J:155856 
MGI:1347521,Ror2,receptor tyrosine kinase-like orphan receptor 2,13,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:1305275 ,J:155856 
MGI:1270849,Rps6kb1,"ribosomal protein S6 kinase, polypeptide 1",11,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:326636 
MGI:1270849,Rps6kb1,"ribosomal protein S6 kinase, polypeptide 1",11,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:326636 
MGI:1915835,Rtn4,reticulon 4,11,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,EXP,,J:265812 
MGI:1915835,Rtn4,reticulon 4,11,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:265812 
MGI:1915835,Rtn4,reticulon 4,11,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:265812 
MGI:99569,S1pr2,sphingosine-1-phosphate receptor 2,9,,negative regulation of excitatory postsynaptic potential,negatively regulates excitatory postsynaptic potential,,IMP,MGI:2180817 ,J:73957 
MGI:98217,S100b,"S100 protein, beta polypeptide, neural",10,,positive regulation of synaptic transmission,,,ISO,RGD:3615 ,J:155856 
MGI:98217,S100b,"S100 protein, beta polypeptide, neural",10,,regulation of long-term neuronal synaptic plasticity,,,NAS,,J:81786 
MGI:98217,S100b,"S100 protein, beta polypeptide, neural",10,,regulation of neuronal synaptic plasticity,,,IMP,MGI:2451049 ,J:81786 
MGI:2384873,Scgn,"secretagogin, EF-hand calcium binding protein",13,,regulation of long-term synaptic potentiation,,,IBA,PTN000463232 ,J:265628 
MGI:99466,Sct,secretin,7,,regulation of synaptic plasticity,,,IMP,,J:140787 
MGI:2441720,Sctr,secretin receptor,1,,regulation of synaptic plasticity,,,IMP,,J:114853 
MGI:101780,Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2",1,,long-term synaptic potentiation,,,IMP,MGI:2387774 ,J:40953 
MGI:101780,Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2",1,,"regulation of synaptic transmission, glutamatergic",,,IMP,MGI:2387774 ,J:94811 
MGI:700010,Sh3gl1,SH3-domain GRB2-like 1,17,,modulation of excitatory postsynaptic potential,,,ISO,RGD:708456 ,J:155856 
MGI:3613677,Shank1,SH3 and multiple ankyrin repeat domains 1,7,,modulation of chemical synaptic transmission,"happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:132277 
MGI:3613677,Shank1,SH3 and multiple ankyrin repeat domains 1,7,,modulation of chemical synaptic transmission,"happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IEP,,J:132277 
MGI:3613677,Shank1,SH3 and multiple ankyrin repeat domains 1,7,,modulation of chemical synaptic transmission,"happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:132277 
MGI:3613677,Shank1,SH3 and multiple ankyrin repeat domains 1,7,,positive regulation of excitatory postsynaptic potential,,,IMP,,J:132277 
MGI:2671987,Shank2,SH3 and multiple ankyrin repeat domains 2,7,,long-term synaptic depression,happens in hippocampus CA1,,IMP,,J:186718 
MGI:2671987,Shank2,SH3 and multiple ankyrin repeat domains 2,7,,long-term synaptic potentiation,happens in hippocampus CA1,,IMP,,J:186718 
MGI:2671987,Shank2,SH3 and multiple ankyrin repeat domains 2,7,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:186719 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,long-term synaptic depression,,,IMP,,J:184110 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,long-term synaptic potentiation,,,IMP,,J:173402 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in corpus striatum",,IDA,,J:235641 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in corpus striatum",,IEP,,J:235641 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in corpus striatum",,IMP,,J:235641 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,positive regulation of excitatory postsynaptic potential,,,IMP,,J:171113 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,positive regulation of excitatory postsynaptic potential,,,IMP,,J:175320 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,positive regulation of excitatory postsynaptic potential,happens in hippocampal neuron,,IMP,,J:184110 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,positive regulation of long-term neuronal synaptic plasticity,,,IMP,,J:175320 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,positive regulation of long-term synaptic potentiation,,,IMP,,J:175320 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:171113 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:175320 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,"positive regulation of synaptic transmission, glutamatergic",happens in hippocampal neuron,,IMP,,J:184110 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,regulation of long-term synaptic depression,happens in hippocampal neuron,,IMP,,J:184110 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,regulation of long-term synaptic potentiation,,,IMP,,J:173402 
MGI:1930016,Shank3,SH3 and multiple ankyrin repeat domains 3,15,,regulation of synaptic plasticity,"happens in hippocampus CA1,happens in Schaffer axon collateral",,IMP,MGI:5056336 ,J:173402 
MGI:2685725,Shisa6,shisa family member 6,11,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:236346 
MGI:2685725,Shisa6,shisa family member 6,11,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:236346 
MGI:2685725,Shisa6,shisa family member 6,11,,regulation of short-term neuronal synaptic plasticity,,,IBA,PTN000779584 ,J:265628 
MGI:3605641,Shisa7,shisa family member 7,7,,positive regulation of long-term synaptic potentiation,,,IMP,,J:255015 
MGI:3605641,Shisa7,shisa family member 7,7,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:255015 
MGI:3605641,Shisa7,shisa family member 7,7,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:255015 
MGI:3605641,Shisa7,shisa family member 7,7,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IPI,,J:255015 
MGI:3605641,Shisa7,shisa family member 7,7,,regulation of short-term neuronal synaptic plasticity,,,IBA,PTN000779584 ,J:265628 
MGI:2146080,Shisa8,shisa family member 8,15,,regulation of short-term neuronal synaptic plasticity,,,IBA,PTN000779584 ,J:265628 
MGI:1919805,Shisa9,shisa family member 9,16,,regulation of postsynaptic neurotransmitter receptor activity,"happens in postsynapse,happens in excitatory synapse,uses AMPA glutamate receptor complex",,IC,GO:0045211 GO:2000311 ,J:158757 
MGI:1919805,Shisa9,shisa family member 9,16,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:158757 
MGI:1919805,Shisa9,shisa family member 9,16,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:158757 
MGI:1919805,Shisa9,shisa family member 9,16,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IPI,,J:158757 
MGI:1919805,Shisa9,shisa family member 9,16,,regulation of short-term neuronal synaptic plasticity,,,IBA,PTN000779584 ,J:265628 
MGI:1919805,Shisa9,shisa family member 9,16,,regulation of short-term neuronal synaptic plasticity,,,IDA,,J:158757 
MGI:2443679,Sipa1l1,signal-induced proliferation-associated 1 like 1,12,,regulation of synaptic plasticity,,,ISO,RGD:708497 ,J:155856 
MGI:105083,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",19,,long-term synaptic potentiation,,,IMP,MGI:2655190 ,J:155750 
MGI:105083,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",19,,long-term synaptic potentiation,,,IMP,,J:256530 
MGI:105083,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",19,,postsynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IDA,,J:155750 
MGI:105083,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",19,,postsynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IMP,,J:155750 
MGI:99917,Slc1a3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",15,,positive regulation of synaptic transmission,,,IMP,MGI:1931872 ,J:47463 
MGI:1928745,Slc4a8,"solute carrier family 4 (anion exchanger), member 8",15,,modulation of chemical synaptic transmission,"happens in hippocampal pyramidal neuron,happens in hippocampal formation",,IMP,,J:173358 
MGI:1928745,Slc4a8,"solute carrier family 4 (anion exchanger), member 8",15,,positive regulation of synaptic vesicle exocytosis,"happens in hippocampal neuron,happens in hippocampal formation,is upstream of modulation of chemical synaptic transmission",,IMP,,J:173358 
MGI:2150150,Slc4a10,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10",2,,regulation of short-term neuronal synaptic plasticity,,,IMP,,J:239653 
MGI:95627,Slc6a1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",6,,"negative regulation of synaptic transmission, GABAergic",,,ISO,RGD:620533 ,J:155856 
MGI:96285,Slc6a4,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",11,,"negative regulation of synaptic transmission, dopaminergic",,,ISO,RGD:3714 ,J:155856 
MGI:98488,Slc6a6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",6,,modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in hippocampal formation",,IDA,,J:105565 
MGI:98488,Slc6a6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",6,,modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in hippocampal formation",,IMP,,J:105565 
MGI:95760,Slc6a9,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9",4,,"regulation of synaptic transmission, glycinergic",,,IMP,,J:86624 
MGI:1858261,Slc7a10,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10",7,,"positive regulation of synaptic transmission, glycinergic",,,IMP,,J:222873 
MGI:1858261,Slc7a10,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10",7,,"positive regulation of synaptic transmission, glycinergic",,,IMP,,J:331909 
MGI:1347355,Slc7a11,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",3,,modulation of chemical synaptic transmission,,,IMP,MGI:3608695 ,J:218184 
MGI:107996,Slc8a2,"solute carrier family 8 (sodium/calcium exchanger), member 2",7,,long-term synaptic potentiation,happens in hippocampal formation,,IMP,,J:271785 
MGI:107996,Slc8a2,"solute carrier family 8 (sodium/calcium exchanger), member 2",7,,long-term synaptic potentiation,,,IMP,,J:84050 
MGI:107996,Slc8a2,"solute carrier family 8 (sodium/calcium exchanger), member 2",7,,modulation of excitatory postsynaptic potential,happens in hippocampal formation,,IMP,,J:271785 
MGI:107996,Slc8a2,"solute carrier family 8 (sodium/calcium exchanger), member 2",7,,regulation of short-term neuronal synaptic plasticity,,,IMP,,J:84050 
MGI:107976,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3",12,,long-term synaptic potentiation,,,IMP,,J:173357 
MGI:107976,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3",12,,long-term synaptic potentiation,happens in hippocampal formation,,IMP,,J:271785 
MGI:107976,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3",12,,modulation of excitatory postsynaptic potential,happens in hippocampal formation,,IMP,,J:271785 
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,regulation of spontaneous synaptic transmission,,,IGI,P09055 ,J:219851 
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,regulation of spontaneous synaptic transmission,"happens in CA3 pyramidal cell layer,happens in hippocampal pyramidal neuron,happens at the same time as UBERON:0007221",,IMP,,J:102876 
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,regulation of spontaneous synaptic transmission,,,ISO,RGD:620809 ,J:155856 
MGI:1101061,Slc18a3,"solute carrier family 18 (vesicular monoamine), member 3",14,,"positive regulation of acetylcholine secretion, neurotransmission",,,IMP,,J:153908 
MGI:1101061,Slc18a3,"solute carrier family 18 (vesicular monoamine), member 3",14,,positive regulation of long-term synaptic potentiation,,,IMP,,J:190370 
MGI:2384871,Slc24a1,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1",9,,long-term synaptic depression,,,IBA,PTN000851795 ,J:265628 
MGI:2384871,Slc24a1,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1",9,,long-term synaptic potentiation,,,IBA,PTN000851795 ,J:265628 
MGI:1923626,Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",4,,long-term synaptic depression,,,IBA,PTN000851795 ,J:265628 
MGI:1923626,Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",4,,long-term synaptic depression,,,IMP,MGI:3663782 ,J:110313 
MGI:1923626,Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",4,,long-term synaptic potentiation,,,IBA,PTN000851795 ,J:265628 
MGI:1923626,Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",4,,long-term synaptic potentiation,,,IMP,MGI:3663782 ,J:110313 
MGI:1345281,Slc30a1,"solute carrier family 30 (zinc transporter), member 1",1,,negative regulation of neurotransmitter secretion,,,ISO,RGD:61918 ,J:155856 
MGI:2145895,Slc38a1,"solute carrier family 38, member 1",15,,regulation of synaptic plasticity,,,IMP,,J:287861 
MGI:2145895,Slc38a1,"solute carrier family 38, member 1",15,,"regulation of synaptic transmission, GABAergic",,,IMP,,J:287861 
MGI:1915010,Slc38a2,"solute carrier family 38, member 2",15,,"regulation of glutamate secretion, neurotransmission",,,ISO,RGD:69420 ,J:155856 
MGI:98331,Snap25,synaptosomal-associated protein 25,2,,long-term synaptic potentiation,,,IMP,,J:197846 
MGI:98331,Snap25,synaptosomal-associated protein 25,2,,positive regulation of synaptic plasticity,,PR:P60879-2,EXP,MGI:3821974 ,J:94005 
MGI:98331,Snap25,synaptosomal-associated protein 25,2,,short-term synaptic potentiation,,PR:P60879-2,EXP,MGI:3821974 ,J:94005 
MGI:1914724,Snap29,synaptosomal-associated protein 29,16,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:620225 ,J:155856 
MGI:1915076,Snap47,"synaptosomal-associated protein, 47",11,,long-term synaptic potentiation,,,IMP,,J:197846 
MGI:1333745,Snapin,SNAP-associated protein,3,,regulation of synaptic vesicle exocytosis,,,IBA,PTN001582645 ,J:265628 
MGI:1333745,Snapin,SNAP-associated protein,3,,regulation of synaptic vesicle exocytosis,happens in cerebral cortex,,IDA,,J:157371 
MGI:1333745,Snapin,SNAP-associated protein,3,,regulation of synaptic vesicle exocytosis,happens in cerebral cortex,,IMP,,J:157371 
MGI:1277151,Snca,"synuclein, alpha",6,,long-term synaptic potentiation,,,IMP,MGI:2154692 ,J:134812 
MGI:1277151,Snca,"synuclein, alpha",6,,positive regulation of neurotransmitter secretion,positively regulates neurotransmitter secretion,,IDA,,J:94390 
MGI:1277151,Snca,"synuclein, alpha",6,,positive regulation of synaptic transmission,,,IMP,MGI:1888382 ,J:101275 
MGI:1277151,Snca,"synuclein, alpha",6,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus,,IMP,MGI:2429773 ,J:94390 
MGI:1277151,Snca,"synuclein, alpha",6,,regulation of neuronal synaptic plasticity,happens in hippocampus CA1,,IMP,MGI:2429773 ,J:126092 
MGI:1277151,Snca,"synuclein, alpha",6,,regulation of neurotransmitter secretion,regulates neurotransmitter secretion,,IGI,MGI:1298397 ,J:132938 
MGI:1277151,Snca,"synuclein, alpha",6,,regulation of neurotransmitter secretion,regulates neurotransmitter secretion,,IMP,MGI:1888382 ,J:60151 
MGI:1277151,Snca,"synuclein, alpha",6,,regulation of neurotransmitter secretion,regulates neurotransmitter secretion,,IMP,MGI:2389489 ,J:79784 
MGI:1277151,Snca,"synuclein, alpha",6,,regulation of neurotransmitter secretion,regulates neurotransmitter secretion,,IMP,MGI:2429773 ,J:94390 
MGI:1915097,Sncaip,"synuclein, alpha interacting protein (synphilin)",18,,regulation of neurotransmitter secretion,,,ISO,Q9Y6H5 ,J:73065 
MGI:1298397,Sncg,"synuclein, gamma",14,,regulation of neurotransmitter secretion,regulates neurotransmitter secretion,,IGI,MGI:1277151 ,J:132938 
MGI:2155664,Snx14,sorting nexin 14,9,,postsynaptic modulation of chemical synaptic transmission,happens in cerebral cortex,,IDA,,J:217344 
MGI:2155664,Snx14,sorting nexin 14,9,,postsynaptic modulation of chemical synaptic transmission,happens in cerebral cortex,,IMP,,J:217344 
MGI:1932289,Sorcs2,sortilin-related VPS10 domain containing receptor 2,5,,long-term synaptic depression,,,IMP,,J:274852 
MGI:1913923,Sorcs3,sortilin-related VPS10 domain containing receptor 3,19,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:207532 
MGI:1913923,Sorcs3,sortilin-related VPS10 domain containing receptor 3,19,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IEP,,J:207532 
MGI:1913923,Sorcs3,sortilin-related VPS10 domain containing receptor 3,19,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:207532 
MGI:1913923,Sorcs3,sortilin-related VPS10 domain containing receptor 3,19,,regulation of long-term synaptic depression,,,IMP,MGI:5562419 ,J:207532 
MGI:2444989,Spg11,"SPG11, spatacsin vesicle trafficking associated",2,,regulation of synaptic plasticity,,,ISO,Q96J17 ,J:73065 
MGI:1316649,Sphk1,sphingosine kinase 1,11,,positive regulation of neurotransmitter secretion,,,ISO,RGD:620048 ,J:155856 
MGI:107931,Sqstm1,sequestosome 1,11,,positive regulation of long-term synaptic potentiation,,,IMP,,J:243400 
MGI:98397,Src,Rous sarcoma oncogene,2,,regulation of postsynaptic neurotransmitter receptor activity,,,ISO,RGD:620795 ,J:155856 
MGI:106658,Srf,serum response factor,17,,long-term synaptic depression,,,IMP,MGI:2385465 MGI:2678305 ,J:110972 
MGI:97756,Srgn,serglycin,10,,modulation of chemical synaptic transmission,"happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:263401 
MGI:97756,Srgn,serglycin,10,,modulation of chemical synaptic transmission,"happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:263401 
MGI:2686240,Ssh1,slingshot protein phosphatase 1,5,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:1306038 ,J:155856 
MGI:2686240,Ssh1,slingshot protein phosphatase 1,5,,positive regulation of synaptic plasticity,,,ISO,RGD:1306038 ,J:155856 
MGI:102760,Star,steroidogenic acute regulatory protein,8,,regulation of neuronal synaptic plasticity,,,ISO,RGD:3770 ,J:155856 
MGI:103038,Stat3,signal transducer and activator of transcription 3,11,,modulation of chemical synaptic transmission,,,ISO,RGD:3772 ,J:155856 
MGI:1338864,Stau1,staufen double-stranded RNA binding protein 1,2,,modulation of chemical synaptic transmission,,,ISO,RGD:621778 ,J:155856 
MGI:1338864,Stau1,staufen double-stranded RNA binding protein 1,2,,positive regulation of long-term synaptic potentiation,,,ISO,RGD:621778 ,J:155856 
MGI:1352508,Stau2,staufen double-stranded RNA binding protein 2,1,,positive regulation of long-term synaptic depression,,,ISO,RGD:621479 ,J:155856 
MGI:109355,Stx1a,syntaxin 1A (brain),5,,modulation of excitatory postsynaptic potential,,,ISO,RGD:69430 ,J:155856 
MGI:109355,Stx1a,syntaxin 1A (brain),5,,positive regulation of excitatory postsynaptic potential,happens in hippocampal neuron,,IGI,O35526 P61264 ,J:202743 
MGI:109355,Stx1a,syntaxin 1A (brain),5,,positive regulation of neurotransmitter secretion,happens in hippocampal neuron,,IGI,O35526 P61264 ,J:202743 
MGI:109355,Stx1a,syntaxin 1A (brain),5,,positive regulation of neurotransmitter secretion,,,ISO,RGD:69430 ,J:155856 
